# The babadook

('signal', -1.7775073514635675)
('goddamn', -1.7775073514635675)
('understood', -1.7775073514635675)
('atlantis', -1.7775073514635675)
('mindset', -1.7775073514635675)
('movi', -1.7775073514635675)
('mage', -1.7775073514635675)
('emma', -1.7775073514635675)
('offer', -1.790283324922056)
('explanation', -1.790283324922056)
('jeremy', -1.8337046950000879)
('weapon', -1.8542569418151702)
('theyre', -1.931744927454526)
('perception', -1.9541920635566743)
('helicopter', -1.9541920635566743)
('flick', -1.9541920635566743)
('scientist', -1.9541920635566743)
('theory', -2.0384551261405139)
('beta', -2.4282238276549029)
('drama', -2.4508038760967805)
('craft', -2.7693572687519152)
('symbolism', -2.7693572687519152)
('elf', -2.7693572687519152)
('ship', -2.8261980731977596)
('mug', -3.1365768920955501)
('lazy', -3.1365768920955501)
('academy', -3.1365768920955501)
('deja', -3.1365768920955501)
('tri', -3.1365768920955501)
('rotten', -3.1365768920955501)
('paranoid', -3.1365768920955501)
('movieee', -3.1365768920955501)
('hawkeye', -3.150675539080523)
('tentacle', -3.3522821488730523)
('mankind', -3.3522821488730523)
('vaya', -3.3522821488730523)
('amy', -3.7175598923784188)
('squid', -3.7175598923784188)
('communication', -4.1118813778775909)
('rogue', -4.7160487113744525)
('fin', -4.7160487113744525)
('cinematography', -4.7160487113744525)
('timeline', -4.7160487113744525)
('bal', -4.7160487113744525)
('ridge', -4.7160487113744525)
('greg', -5.9265801939111276)
('summary', -6.4764646689001157)
('epoch', -6.4764646689001157)
('premise', -6.4764646689001157)
('experiment', -6.4764646689001157)
('trailer', -6.521585986711381)
('director', -6.6048931234866215)
('symbol', -8.3902421627634656)
('lane', -8.4890734356726494)
('propaganda', -8.6244169495675589)
('spoiler', -8.8143931217251588)
('twist', -8.9739520568118287)
('boss', -13.088014366023314)
('sci', -14.193887937889409)
('independence', -18.055967201423488)
('oblivion', -24.823462805785873)
('trump', -27.497797569379742)
('superman', -28.936727641940294)
('elder', -28.936727641940294)
('alien', -50.924334804323514)
('review', -102.48032783996204)
('arrival', -288.57330584378474)
